Energy[keV], HPGe, LaBr3, Si(Li)
5969, 0.026069321397185943, 0.0028895134576585138, 0.026536848229779326
5970, 0.026063557450402987, 0.002888914303242378, 0.026536576114730096
5971, 0.026057795258941807, 0.0028883153645642133, 0.02653630406965961
5972, 0.026052034814998643, 0.0028877166414888206, 0.026536032094537934
5973, 0.02604627612082043, 0.0028871181340281286, 0.026535760189335147
5974, 0.026040519176567672, 0.0028865198421625204, 0.026535488354021357
5975, 0.026034763977475284, 0.0028859217655783963, 0.02653521658856669
5976, 0.02602901052938773, 0.0028853239045397053, 0.026534944892941278
5977, 0.02602325882801408, 0.002884726258449593, 0.026534673267115283
5978, 0.026017508869161557, 0.0028841288273202276, 0.026534401711058867
5979, 0.02601176065270989, 0.0028835316110693244, 0.026534130224742238
5980, 0.026006014186958845, 0.0028829346099397647, 0.026533858808135594
5981, 0.026000269458445212, 0.0028823378232828998, 0.02653358746120917
5982, 0.02599452647603532, 0.0028817412516037944, 0.026533316183933207
5983, 0.025988785234216272, 0.002881144893761462, 0.02653304497627797
5984, 0.02598304572955932, 0.0028805487506593096, 0.026532773838213737
5985, 0.025977307965820803, 0.0028799528218274497, 0.02653250276971081
5986, 0.0259715719429741, 0.002879357107257257, 0.026532231770739503
5987, 0.025965837652774004, 0.00287876160632218, 0.026531960841270154
5988, 0.025960105101809745, 0.0028781663188987526, 0.026531689981273112
5989, 0.025954374286278073, 0.002877571245868558, 0.026531419190718743
5990, 0.025948645208326043, 0.0028769763864901323, 0.02653114846957744
5991, 0.025942917861793088, 0.0028763817405458047, 0.026530877817819605
5992, 0.02593719224543045, 0.002875787307859902, 0.026530607235415657
5993, 0.02593146836563158, 0.0028751930886334208, 0.026530336722336043
5994, 0.02592574621737157, 0.002874599082659312, 0.026530066278551215
5995, 0.025920025799873014, 0.0028740052897620327, 0.026529795904031653
